"looks to swing it away from middle stump, but it's full and down leg side"
"back of a length on middle stump, pushed into the leg side off the back foot"
"good length at off stump, pushed into the covers"
"good length at leg stump, pushed to square leg on the up"
"good length at leg stump, defended off the outside half to point"
"good length outside leg, spins past as he looks to flick. Hits him on the back leg in front of middle. Sarfraz excited instinctively before realising it pitched outside"
"length outside leg, kicked away"
"good length, pitching outside leg, met in front middle. Tapped to midwicket"
"short outside off, Dickwella prods forward and defends it"
"good length outside off stump, angles into Dickwella, defended once again from outside off"
short way outside off and enough width to jab at the ball. Played to point and calls for a quick single. A direct-hit would've been out
"full and wide outside off, frees his arms and caresses the ball for four. Driven beautifully and that's a delicious shot. Perfect cover drive"
"full just outside off, forces the front-foot defense"
"full on off stump, almost a yorker that forces the batsman to dig it out and back to the bowler"
"full outside off stump, Dickwella tries his stock-shot, the sweep, but goes straight, one-bounce to short leg"
"full outside off but plays against the turn, brings out the reverse sweep and sends it over first slip for a boundary"
"full on off stump, dances down and exposes all three stumps, but just smacks his pads while he tries to sweep"
"full outside off once again and Dickwella tries that sweep once more. The extra legspin means Dickwella can't sweep at it, and the ball is collected by Sarfraz. <b>Is the keeper appealing? Yes, he is appealing for a caught behind.</b> The umpire says no, but the keeper reviews. <b>Nope, not out.</b>"
"good length outside off, so much turn that it goes down the left-hander's leg side. Tried to paddle that but didn't eventually"
"tossed up outside off, less spin this time and Dickwella can sweep it from the bat's sweet spot. But, straight to short leg once again"
"good length outside off, comes into the batsman's body, who defends it off his back foot. Sent back to Hasan Ali"
"short and wide outside off, enticing Chandimal to cut and he can't resist. The ball stays low and goes under his bat."
"good length just outside off, a nagging line and length that forces Chandimal to defend"
"good length on off stump, comes into his pads this time thereby allowing him to move back and use the ball's pace to clip it behind square on the leg side. Another boundary"
"adjusts the line right away, good length outside off but straight this time. Left alone"
"<b>stays low once again!</b> Full and wide outside off, Chandimal misses the cut as the ball goes under his blade. He played two balls this over for the bounce, and it let him down both times."
"full on off stump, Dickwella settles down on one leg and sweeps that from outside off to third man. Slightly high on the bat, and perhaps a bit too much in the air as well, but there was no fielder there, except the three men around the bat"
full outside off and sweeps it in front of square this time. Along the ground and to the sweeper fielder. Constant legspin on offer
"full on leg stump, tapped to midwicket. No footwork"
"full on off stump, straightens slightly. Defended back to the bowler"
"full on off stump, driven down the ground to mid off"
"tossed up outside off once again and this time he times the drive much better, but the area is packed with fielders. Straight to short cover this time"
"wide outside off, on a good length and punched in front of square. Straight to cover"
good length outside off stump and Dickwella pokes at it from near his body. <b>Goes just past his outside edge</b>
"good length outside off, this time the batsman leaves it. Sarfraz comfortably collects"
"good length on off stump, uses the width of the crease and therefore angles into the left hander, defended off his backfoot towards mid on"
